N,P,K,temperature,humidity,ph,rainfall,label,yield
0.34,0.19,35.38,27.58,97.6,6.23,188.95,coconut,88.36
4.51,6.08,41.18,30.5,90.97,7.04,135.25,coconut,39.94
8.25,6.94,29.4,31.03,94.4,7.18,168.76,coconut,99.94
2.34,5.52,28.08,31.8,90.92,5.31,123.27,coconut,92.16
0.15,3.25,30.78,28.01,95.0,7.94,128.62,coconut,30.47
3.35,9.51,36.9,29.61,97.88,7.97,181.59,coconut,74.83
7.87,9.4,29.25,30.82,96.42,5.58,127.66,coconut,33.57
2.39,5.31,29.96,29.36,90.38,7.92,123.82,coconut,52.93
6.04,3.68,37.74,25.04,95.89,5.49,182.2,coconut,61.01
4.65,0.29,30.1,29.86,96.37,5.07,186.7,coconut,84.08
0.88,2.84,28.52,29.62,92.43,5.26,150.73,coconut,57.81
1.01,9.21,34.19,25.45,94.81,5.25,196.72,coconut,97.97
0.32,2.64,41.62,31.77,96.13,7.67,167.5,coconut,51.01
5.19,3.56,32.19,30.53,96.25,7.14,167.75,coconut,57.13
8.82,8.01,33.21,27.54,90.06,6.19,107.68,coconut,69.11
3.75,5.2,36.25,29.25,94.46,6.16,140.04,coconut,89.13
3.19,7.81,37.62,28.57,97.37,7.36,112.58,coconut,49.32
3.11,6.29,29.43,31.68,95.12,5.86,161.13,coconut,33.18
5.64,9.28,37.98,31.58,95.08,5.39,179.67,coconut,71.99
5.29,7.96,33.52,29.62,92.82,6.72,146.18,coconut,57.09
6.19,7.21,37.75,27.75,92.54,7.17,105.43,coconut,89.25
2.71,0.03,32.59,28.38,93.48,5.61,187.28,coconut,96.27
5.64,0.58,28.72,29.41,94.87,5.08,191.76,coconut,80.57
3.36,1.22,37.18,28.6,97.94,7.92,167.46,coconut,80.24
8.05,2.87,37.89,28.99,97.68,5.54,143.18,coconut,34.14
5.26,2.71,30.7,31.97,95.89,7.95,115.54,coconut,74.06
4.7,7.55,33.85,26.41,97.64,7.42,113.8,coconut,83.03
8.16,4.53,32.37,31.45,93.88,5.3,163.78,coconut,33.98
3.15,7.09,38.24,27.15,95.41,5.4,150.86,coconut,61.36
1.98,3.35,34.11,26.87,91.26,6.7,156.4,coconut,87.29
0.8,3.21,37.48,30.23,96.01,5.93,103.57,coconut,41.01
8.55,1.39,39.04,31.66,96.21,5.61,131.18,coconut,93.25
9.7,2.4,36.46,28.55,91.69,7.19,104.89,coconut,87.15
4.36,0.68,35.53,31.17,93.59,5.75,192.06,coconut,37.95
5.73,5.64,38.03,26.13,96.45,5.32,115.69,coconut,33.92
1.14,9.58,33.66,26.16,94.19,6.25,198.51,coconut,37.02
2.77,5.5,40.76,25.63,94.67,5.17,174.82,coconut,33.32
8.0,0.46,38.21,25.95,97.53,6.67,199.87,coconut,69.61
6.25,0.2,38.11,27.41,97.99,5.17,103.88,coconut,96.66
3.15,9.53,40.85,26.39,90.34,6.19,186.71,coconut,52.19
9.05,9.15,37.67,27.99,91.9,7.77,119.84,coconut,89.81
5.92,1.34,32.58,30.23,97.41,6.52,106.18,coconut,60.68
4.71,6.45,35.94,30.41,93.09,6.88,194.46,coconut,98.1
8.8,5.2,39.67,28.64,96.86,7.26,120.7,coconut,40.11
0.43,1.15,38.17,29.82,94.89,5.48,172.25,coconut,69.47
1.26,6.12,30.31,29.03,92.24,5.08,153.44,coconut,64.86
2.64,3.12,39.99,25.71,97.27,6.62,124.1,coconut,38.03
6.48,8.18,29.42,29.01,97.69,6.54,169.87,coconut,46.16
3.49,5.24,38.02,28.42,91.78,6.12,191.55,coconut,64.25
9.22,6.83,30.22,27.48,90.55,7.37,160.88,coconut,95.4
4.64,5.84,41.58,29.42,94.31,6.73,174.78,coconut,88.81
9.99,4.16,34.71,29.6,97.34,6.15,187.6,coconut,74.85
7.27,2.17,41.54,30.97,96.67,7.23,148.85,coconut,68.14
0.49,3.05,29.21,25.24,90.96,7.16,113.87,coconut,96.22
2.3,0.85,31.17,30.75,90.64,6.59,164.08,coconut,64.39
8.64,9.34,41.26,30.06,94.13,5.29,116.27,coconut,79.77
3.87,5.19,29.79,31.53,94.28,5.05,156.66,coconut,32.35
0.42,4.89,32.55,25.12,90.15,6.48,192.46,coconut,44.12
5.64,0.12,30.65,26.29,90.4,6.96,130.24,coconut,68.49
0.43,2.39,29.37,25.06,95.28,5.86,112.98,coconut,32.49
6.82,1.88,29.92,31.91,97.27,7.89,189.42,coconut,96.52
2.58,9.74,37.21,29.2,97.14,5.63,161.43,coconut,73.03
5.99,4.84,35.97,30.3,96.82,6.21,192.6,coconut,95.74
6.58,2.47,40.22,27.44,96.45,6.38,153.53,coconut,40.62
4.46,7.84,30.75,31.85,96.48,5.8,149.63,coconut,60.57
1.15,3.69,40.37,29.12,97.37,5.34,138.15,coconut,44.64
9.03,7.54,40.08,25.84,95.43,5.59,119.31,coconut,32.82
1.61,4.39,34.44,26.71,97.52,5.89,133.18,coconut,87.73
9.51,8.71,30.24,28.57,92.8,6.1,153.19,coconut,63.9
9.84,3.43,35.52,25.21,92.3,6.76,186.82,coconut,83.53
2.79,5.04,28.24,29.47,96.63,5.26,120.32,coconut,59.35
7.56,5.23,40.82,29.46,97.16,7.21,115.78,coconut,63.95
9.0,3.93,30.84,28.07,90.12,6.39,122.26,coconut,30.18
2.17,0.9,40.97,29.67,96.71,6.61,171.2,coconut,62.54
0.16,2.85,37.12,30.79,92.53,5.43,106.07,coconut,87.89
1.15,1.92,39.1,26.49,92.38,7.0,196.37,coconut,30.33
5.67,9.84,32.02,26.53,95.75,7.35,102.62,coconut,33.07
7.71,9.75,39.17,31.61,94.72,6.15,172.92,coconut,87.21
9.19,7.58,41.44,25.33,91.13,6.69,162.83,coconut,46.01
4.29,6.46,30.38,29.96,97.02,6.57,169.02,coconut,79.52
5.85,9.71,36.19,27.93,92.78,6.95,155.18,coconut,66.55
9.57,6.1,40.18,26.86,91.65,6.82,105.31,coconut,94.1
9.38,0.99,28.69,26.69,94.11,6.55,139.52,coconut,49.24
1.65,8.59,40.62,27.31,94.08,7.78,124.87,coconut,57.99
3.1,0.08,34.97,30.49,97.76,6.11,110.49,coconut,76.32
4.72,5.38,39.92,28.43,93.02,6.62,197.97,coconut,70.37
0.37,1.24,40.37,25.26,95.03,5.02,148.51,coconut,67.06
8.26,9.82,36.82,25.85,94.44,5.39,160.48,coconut,74.04
0.84,6.81,33.75,27.96,96.59,7.62,148.76,coconut,51.25
0.37,3.69,40.73,28.85,93.75,5.85,170.76,coconut,68.29
0.35,1.99,37.03,29.92,96.71,7.05,123.32,coconut,67.53
2.83,1.12,28.9,25.48,97.95,6.02,176.41,coconut,68.82
129.13,15.6,22.93,29.1,89.11,7.69,97.27,cotton,0.56
110.85,21.62,18.85,25.6,85.25,7.74,107.29,cotton,0.39
109.35,19.75,26.0,32.28,87.53,6.52,65.73,cotton,0.5
118.91,14.5,25.94,30.17,83.55,7.76,76.74,cotton,0.44
124.04,20.07,22.84,26.41,87.39,6.13,72.2,cotton,0.44
101.42,21.28,24.46,33.05,86.39,7.39,63.87,cotton,0.34
118.41,20.71,20.59,29.05,81.35,7.37,84.68,cotton,0.39
110.54,14.88,25.63,30.11,86.54,7.59,114.06,cotton,0.35
119.76,24.47,22.72,29.04,83.35,6.7,97.62,cotton,0.34
129.55,18.81,24.36,29.84,89.43,6.99,119.76,cotton,0.52
104.5,14.77,25.36,27.14,83.06,6.89,55.87,cotton,0.39
129.21,18.62,21.08,34.45,88.72,6.11,98.7,cotton,0.56
105.59,20.16,24.98,30.31,82.51,7.35,84.86,cotton,0.46
114.58,24.5,19.05,27.44,86.57,7.09,100.6,cotton,0.49
127.95,20.28,23.15,25.6,86.38,6.23,61.15,cotton,0.57
103.59,22.88,23.53,32.68,82.02,6.27,115.94,cotton,0.34
109.26,15.76,25.78,26.31,87.32,7.88,96.24,cotton,0.33
117.86,15.8,25.85,32.87,81.03,7.7,82.72,cotton,0.31
123.82,23.88,23.84,29.35,86.9,7.69,74.18,cotton,0.35
105.17,22.74,23.33,27.1,84.91,7.58,68.49,cotton,0.48
103.46,22.22,25.12,32.33,87.21,7.35,84.04,cotton,0.39
124.43,23.36,19.67,24.55,88.07,6.83,112.16,cotton,0.54
105.46,23.39,23.18,30.23,81.84,6.06,76.38,cotton,0.36
117.27,14.91,23.2,29.02,86.93,7.11,100.35,cotton,0.35
114.87,22.7,19.89,29.84,82.95,6.65,76.45,cotton,0.33
129.02,23.74,19.87,25.3,80.34,6.61,92.87,cotton,0.3
122.68,16.89,18.37,34.16,89.01,6.35,91.75,cotton,0.32
111.53,23.68,19.3,31.47,88.34,8.0,62.76,cotton,0.33
107.07,18.16,23.51,26.84,88.26,7.73,55.1,cotton,0.47
100.22,16.21,19.9,24.62,87.98,7.75,100.65,cotton,0.44
120.52,24.7,20.53,31.85,82.43,7.36,72.62,cotton,0.39
120.18,24.87,20.23,31.35,82.58,6.35,100.24,cotton,0.52
107.06,21.99,21.05,33.87,85.65,6.43,71.17,cotton,0.5
110.09,19.53,22.25,34.75,80.28,7.67,107.52,cotton,0.59
119.3,16.97,23.43,29.33,80.39,7.2,114.46,cotton,0.3
106.88,21.51,19.76,30.02,88.3,7.0,85.84,cotton,0.52
119.48,17.61,18.15,33.6,83.62,7.32,68.46,cotton,0.34
122.44,23.11,20.65,33.85,88.22,7.46,100.13,cotton,0.53
126.88,20.57,20.05,28.21,89.33,7.57,107.32,cotton,0.44
104.98,20.81,25.15,33.56,84.0,7.25,78.94,cotton,0.35
100.48,21.38,24.55,31.22,83.59,7.26,58.72,cotton,0.44
108.31,24.69,24.95,33.86,82.59,6.64,109.02,cotton,0.42
123.0,21.86,23.65,25.57,89.99,6.64,79.93,cotton,0.5
114.72,15.01,20.66,30.0,82.8,7.17,62.52,cotton,0.32
107.42,14.68,24.63,28.91,83.63,6.96,74.7,cotton,0.55
123.87,15.65,22.59,29.33,86.03,6.18,105.05,cotton,0.39
111.34,18.38,20.64,28.95,88.29,6.31,114.31,cotton,0.38
108.99,20.22,20.33,34.76,85.2,7.14,78.42,cotton,0.52
110.24,21.47,18.23,29.74,82.16,7.69,110.98,cotton,0.36
117.12,18.52,21.81,33.31,89.76,7.53,98.21,cotton,0.35
105.82,19.54,21.15,26.24,80.14,6.37,74.46,cotton,0.36
116.87,16.77,24.19,29.16,83.79,6.55,59.48,cotton,0.49
119.93,16.38,26.0,34.66,80.49,7.34,119.68,cotton,0.4
114.19,21.12,21.08,30.62,88.92,7.07,101.45,cotton,0.51
108.67,20.42,24.08,30.06,83.56,6.56,80.57,cotton,0.52
121.98,14.02,22.76,30.6,84.09,6.23,74.41,cotton,0.41
122.33,23.59,23.67,30.64,83.14,7.01,94.64,cotton,0.57
116.27,20.84,18.85,27.87,80.8,7.67,75.45,cotton,0.55
102.6,18.03,19.77,29.11,80.0,8.0,98.49,cotton,0.52
125.26,18.26,19.03,34.63,84.45,7.05,56.99,cotton,0.3
115.33,14.76,20.79,33.46,81.19,6.92,75.38,cotton,0.58
106.54,16.42,18.14,24.9,89.92,6.48,117.78,cotton,0.45
111.87,14.99,19.0,28.19,89.21,6.07,87.85,cotton,0.45
119.04,18.63,23.11,26.2,82.66,7.22,62.75,cotton,0.51
103.22,14.86,24.41,32.87,84.53,6.31,104.14,cotton,0.39
124.51,16.22,22.03,34.88,83.29,7.63,79.33,cotton,0.51
127.97,18.12,18.06,27.84,81.7,6.39,93.03,cotton,0.49
100.34,14.85,22.13,31.3,83.01,7.04,103.67,cotton,0.51
100.84,23.4,21.62,28.47,81.33,6.3,82.43,cotton,0.34
110.18,15.15,21.34,28.11,89.07,7.84,110.72,cotton,0.32
124.53,17.9,18.91,26.24,86.4,6.55,87.94,cotton,0.4
127.23,14.73,19.97,32.63,80.12,7.09,113.5,cotton,0.42
101.76,19.53,24.79,24.0,85.33,6.05,113.52,cotton,0.44
119.25,14.6,22.57,25.65,81.06,7.98,105.93,cotton,0.56
106.78,21.18,25.18,32.82,80.01,6.75,62.97,cotton,0.54
128.36,16.54,19.15,27.02,86.48,7.77,56.18,cotton,0.35
102.34,22.56,21.55,32.85,82.72,6.0,67.17,cotton,0.48
110.9,17.3,20.06,32.31,89.25,7.38,91.14,cotton,0.46
109.68,16.77,19.69,24.84,87.93,7.08,104.91,cotton,0.33
117.52,19.09,25.95,28.83,85.21,7.55,56.35,cotton,0.52
108.83,15.15,21.26,32.14,86.99,6.28,116.5,cotton,0.31
122.82,21.77,25.52,24.44,89.83,6.35,86.52,cotton,0.35
113.63,18.77,23.84,27.58,80.47,6.61,75.47,cotton,0.59
113.94,18.99,20.0,26.77,82.02,6.58,58.79,cotton,0.46
114.34,22.28,21.02,28.69,88.94,6.12,98.97,cotton,0.52
114.59,22.19,21.06,34.41,83.94,6.32,84.67,cotton,0.31
121.88,21.22,24.33,24.34,81.03,6.46,55.37,cotton,0.36
103.12,20.8,21.23,33.11,88.26,7.1,56.47,cotton,0.4
119.77,16.5,19.48,33.38,82.19,7.84,102.8,cotton,0.43
106.15,16.63,23.05,31.1,82.28,7.84,61.64,cotton,0.47
119.2,19.4,20.37,31.53,86.76,6.14,92.82,cotton,0.36
113.61,18.3,22.99,30.74,89.65,6.46,114.24,cotton,0.4
102.85,18.15,25.13,28.86,85.14,7.31,111.52,cotton,0.38
110.22,21.11,24.74,30.45,80.46,6.79,116.78,cotton,0.48
108.85,17.3,23.46,32.69,81.65,7.46,101.98,cotton,0.47
112.64,15.6,19.5,24.67,80.52,6.68,83.11,cotton,0.47
122.95,14.55,18.4,28.58,83.67,7.35,90.47,cotton,0.35
100.51,21.42,19.46,30.73,87.17,7.09,89.13,cotton,0.43
122.25,19.99,23.42,27.45,84.03,7.25,75.95,cotton,0.35
107.12,17.77,20.12,25.1,89.98,6.94,92.66,cotton,0.53
60.97,50.42,47.6,24.38,82.49,6.24,172.37,jute,3.47
71.8,49.87,40.11,31.91,77.9,6.85,241.17,jute,2.9
72.69,42.85,50.5,33.13,86.53,6.6,215.48,jute,1.64
78.32,47.58,40.79,29.85,87.47,6.46,218.73,jute,3.12
60.69,49.33,38.64,33.94,75.21,6.79,226.28,jute,4.08
67.12,44.14,40.71,31.45,87.25,7.13,169.63,jute,3.3
67.44,45.59,47.48,27.38,88.2,6.36,215.93,jute,2.58
78.05,43.71,40.32,35.98,87.71,7.96,199.42,jute,1.56
76.76,47.94,42.69,35.44,80.04,6.65,220.22,jute,2.11
69.24,49.98,42.21,30.28,84.58,7.42,200.11,jute,3.16
75.53,43.81,47.41,32.16,82.55,7.16,196.38,jute,2.21
79.36,43.6,45.73,27.65,79.04,7.08,159.49,jute,3.7
79.49,44.56,43.22,35.71,88.08,6.94,166.12,jute,1.67
79.21,49.75,44.94,27.7,76.98,7.05,218.08,jute,3.02
71.18,51.53,48.9,35.0,76.72,6.55,216.3,jute,2.85
60.45,47.8,50.24,30.86,85.6,6.64,227.8,jute,2.14
64.59,51.56,38.57,24.72,82.81,6.69,168.73,jute,2.53
62.57,47.04,40.27,26.66,83.92,7.85,223.97,jute,3.31
64.39,46.63,48.94,30.37,84.74,6.37,185.03,jute,4.22
60.5,49.18,39.62,26.49,77.3,6.89,214.39,jute,3.31
78.9,51.8,38.23,35.53,77.24,7.16,185.14,jute,1.79
70.33,44.38,39.95,36.27,81.21,7.74,233.02,jute,3.37
61.9,47.96,46.49,28.58,86.61,7.68,165.04,jute,2.96
78.93,49.7,41.01,27.53,82.53,7.18,196.6,jute,4.3
73.98,45.22,40.1,31.16,75.04,6.4,236.03,jute,1.6
60.23,42.68,45.82,25.37,83.8,7.46,174.95,jute,2.0
75.81,48.84,38.88,34.05,79.63,7.59,242.61,jute,3.64
69.07,47.31,48.95,35.17,78.86,6.23,235.88,jute,1.56
73.07,47.0,39.6,29.68,79.23,7.85,166.18,jute,3.11
65.68,48.88,42.46,24.49,78.58,7.84,150.19,jute,1.67
61.64,47.06,45.52,26.8,79.6,6.62,160.04,jute,4.42
77.27,49.42,42.9,26.43,78.94,6.85,172.49,jute,2.07
75.09,46.38,51.36,29.11,76.79,6.06,235.43,jute,2.01
63.25,44.06,45.71,33.74,85.84,6.28,205.3,jute,4.21
70.46,48.82,40.74,31.02,76.72,7.07,184.11,jute,1.94
76.42,51.22,44.52,25.58,82.49,6.44,185.02,jute,3.88
79.28,42.84,47.33,29.31,75.61,7.73,218.43,jute,2.91
75.07,45.39,48.45,25.84,80.1,7.98,181.81,jute,2.89
62.75,46.23,40.01,31.85,80.09,6.81,215.23,jute,1.5
74.56,46.09,41.82,27.68,82.04,7.2,177.82,jute,2.86
66.56,42.97,51.66,29.24,80.86,7.43,215.39,jute,4.45
62.93,45.21,49.66,33.48,89.09,7.46,208.3,jute,4.4
69.07,45.51,49.56,31.37,83.81,6.52,228.38,jute,2.01
70.43,48.44,41.74,25.08,78.54,7.79,225.52,jute,3.82
76.55,43.11,49.84,24.69,75.83,6.76,242.19,jute,1.66
71.35,44.84,47.92,32.65,83.86,7.59,185.01,jute,3.74
69.16,50.86,47.0,25.87,89.82,7.44,249.57,jute,2.04
70.2,43.19,45.72,30.8,78.14,7.3,205.87,jute,2.79
70.66,48.68,46.56,32.96,79.13,6.11,211.44,jute,2.2
67.01,50.26,48.67,29.24,86.78,6.56,200.58,jute,3.44
60.84,43.78,44.79,27.74,84.68,7.04,209.15,jute,3.24
72.34,44.26,38.55,35.05,78.85,6.95,181.57,jute,3.82
79.66,47.97,50.93,35.13,85.1,7.04,205.78,jute,2.03
67.45,43.45,43.26,34.97,78.14,7.21,242.22,jute,3.14
74.83,47.23,50.46,31.02,77.12,6.99,193.26,jute,1.64
68.77,50.66,51.25,31.82,87.25,7.46,242.21,jute,1.94
75.05,47.56,45.61,35.52,88.51,7.51,245.7,jute,2.03
78.45,42.26,48.64,29.73,76.14,6.24,202.05,jute,3.36
76.02,42.99,42.91,28.0,83.79,6.95,198.07,jute,2.74
62.6,49.15,43.82,36.35,84.57,6.63,159.17,jute,4.33
60.1,42.48,44.32,24.59,81.71,6.22,154.47,jute,2.44
62.73,42.18,49.11,26.21,86.96,7.21,222.61,jute,4.46
70.39,42.02,44.02,24.3,79.01,6.62,191.25,jute,3.77
75.99,48.46,41.85,31.25,88.58,6.33,235.28,jute,4.11
64.85,50.27,40.02,25.26,75.68,6.7,160.44,jute,3.82
65.13,42.06,47.36,35.42,75.31,6.37,209.61,jute,4.13
64.42,43.51,44.62,33.2,80.95,6.78,232.46,jute,2.0
74.66,43.62,44.81,24.24,80.02,7.45,196.09,jute,3.81
66.38,45.33,40.07,27.91,79.79,6.15,221.3,jute,3.22
70.61,45.67,41.74,33.92,82.86,6.44,176.35,jute,3.08
63.85,48.9,39.2,34.6,80.06,7.5,207.65,jute,4.48
77.41,42.91,47.57,24.86,89.69,7.61,208.91,jute,3.78
74.42,51.57,44.91,29.01,81.3,7.76,221.99,jute,3.75
77.23,51.93,38.85,31.4,86.89,6.85,210.72,jute,2.55
62.12,50.52,44.33,25.5,85.54,6.91,234.4,jute,2.73
79.63,43.22,42.85,25.64,84.49,7.99,165.89,jute,3.44
69.99,45.43,47.13,31.59,79.36,6.88,247.18,jute,3.81
75.93,49.98,42.57,28.96,76.49,7.65,172.37,jute,2.5
79.96,46.14,39.88,26.49,85.45,7.52,169.91,jute,2.92
68.68,47.67,50.15,33.39,84.85,7.06,206.26,jute,2.22
74.74,47.54,42.78,24.13,76.11,7.32,226.25,jute,2.11
65.87,51.69,47.35,25.06,77.17,7.52,168.03,jute,4.11
70.9,46.17,41.86,29.01,88.53,7.37,238.55,jute,3.65
62.94,44.76,47.36,35.5,88.57,7.55,209.91,jute,1.64
68.52,48.27,48.84,24.97,85.77,7.93,243.88,jute,3.07
66.51,47.97,38.43,27.41,85.9,7.54,224.11,jute,1.5
61.86,46.84,50.11,35.98,88.18,6.17,171.42,jute,2.82
68.6,45.32,40.85,24.13,82.66,7.43,232.63,jute,3.45
69.9,49.97,41.81,32.29,84.99,6.53,151.81,jute,2.33
73.88,50.52,38.1,26.05,85.53,7.36,207.48,jute,1.77
68.59,47.01,43.59,32.8,86.44,7.4,204.82,jute,4.12
78.57,49.04,43.9,30.16,83.32,7.94,189.85,jute,2.11
66.69,48.28,40.53,34.94,82.53,7.49,177.45,jute,3.12
79.21,44.81,51.32,36.97,88.22,6.86,150.54,jute,3.94
72.57,43.7,38.7,36.05,86.0,7.3,205.74,jute,2.42
67.05,45.71,51.3,26.79,83.58,6.13,247.76,jute,3.87
68.6,49.57,42.31,33.68,77.16,6.97,220.5,jute,4.45
73.31,45.9,43.15,36.85,81.01,6.36,187.23,jute,1.94
75.71,46.57,51.97,34.86,76.79,7.55,223.78,jute,4.16
64.49,46.58,48.72,34.79,75.88,6.42,202.0,jute,3.28
95.59,32.24,29.73,21.44,69.55,6.41,212.59,coffee,0.58
99.43,32.04,32.47,18.37,60.36,6.24,153.32,coffee,1.79
102.05,38.56,31.14,22.53,67.9,6.47,141.75,coffee,1.42
105.05,41.16,34.2,27.26,69.66,6.01,196.73,coffee,1.33
95.04,33.1,32.43,16.62,61.19,6.12,183.69,coffee,1.04
98.55,29.09,31.37,16.29,66.25,6.05,175.87,coffee,1.65
105.62,36.4,35.7,17.14,65.16,6.4,162.27,coffee,0.81
107.91,29.8,37.16,26.05,65.16,6.03,120.47,coffee,0.52
99.27,28.56,33.81,18.64,61.0,6.07,173.62,coffee,1.32
108.18,31.34,28.55,17.7,65.06,6.06,106.81,coffee,1.32
98.39,41.96,32.81,17.77,63.21,6.22,135.92,coffee,1.96
101.91,35.11,41.06,19.84,60.08,6.38,144.98,coffee,0.98
98.97,41.89,36.08,20.36,68.09,6.46,157.62,coffee,1.72
104.45,41.97,31.61,27.3,69.52,6.01,186.85,coffee,0.79
109.37,38.16,30.83,23.21,61.95,6.42,152.13,coffee,1.25
109.93,31.6,34.95,17.33,60.09,6.14,201.94,coffee,1.41
102.22,40.43,32.91,23.42,67.8,6.49,140.8,coffee,1.59
104.26,28.47,38.34,16.94,60.08,6.4,123.57,coffee,0.52
106.37,34.28,34.11,16.29,69.88,6.48,200.34,coffee,1.07
105.08,39.2,28.87,19.13,63.69,6.46,170.66,coffee,0.76
95.44,41.97,35.42,26.86,63.66,6.26,141.67,coffee,1.25
103.3,36.7,38.83,17.9,68.43,6.19,215.85,coffee,1.08
109.49,41.19,33.27,22.8,64.83,6.45,110.94,coffee,1.59
109.45,29.13,32.38,15.36,64.44,6.08,161.65,coffee,0.82
104.79,38.98,32.43,15.98,64.92,6.22,196.06,coffee,0.88
95.54,33.24,32.68,20.06,65.7,6.36,162.79,coffee,1.8
104.27,34.52,38.88,18.41,66.5,6.09,194.21,coffee,1.51
97.4,30.67,39.82,19.71,60.95,6.34,215.67,coffee,1.18
99.94,35.27,33.32,25.87,69.58,6.04,197.05,coffee,1.0
103.36,33.0,39.46,19.86,64.26,6.23,210.62,coffee,1.76
107.44,30.87,41.57,21.66,60.23,6.36,165.26,coffee,1.07
98.94,40.68,29.59,19.6,60.99,6.27,202.77,coffee,1.35
95.74,33.49,33.12,20.21,67.7,6.47,151.88,coffee,0.87
103.24,41.96,31.04,23.79,61.87,6.1,186.33,coffee,0.63
102.94,28.33,32.01,15.53,67.55,6.47,179.66,coffee,0.56
104.95,30.09,35.49,20.46,61.52,6.33,167.5,coffee,0.79
100.65,36.43,33.99,17.92,61.11,6.04,100.02,coffee,1.63
103.84,33.24,40.26,18.63,62.88,6.34,205.53,coffee,1.85
105.25,40.75,32.93,17.84,61.55,6.11,171.44,coffee,1.53
109.68,36.59,31.9,15.37,62.49,6.48,216.34,coffee,1.51
96.75,40.16,41.3,20.49,60.07,6.28,190.71,coffee,1.83
107.23,35.21,34.87,20.66,67.39,6.37,181.24,coffee,1.61
107.4,41.29,38.95,25.91,60.51,6.27,172.39,coffee,1.13
100.62,30.9,30.3,21.97,69.99,6.28,112.81,coffee,1.24
100.04,40.7,33.96,22.9,65.53,6.28,184.91,coffee,1.26
95.63,35.97,32.03,24.87,66.63,6.05,160.02,coffee,1.0
103.67,29.57,33.24,16.94,64.72,6.3,188.18,coffee,1.21
101.73,28.51,32.27,20.61,61.78,6.25,180.83,coffee,0.63
108.58,30.94,30.72,26.18,67.86,6.24,160.26,coffee,1.92
104.45,30.05,38.86,18.75,62.42,6.02,175.37,coffee,1.57
106.38,28.26,32.96,19.36,66.0,6.46,156.36,coffee,1.3
109.84,36.17,35.62,16.79,65.25,6.41,112.49,coffee,1.49
106.82,41.3,41.47,20.08,68.84,6.48,121.16,coffee,1.44
95.18,33.87,38.78,23.31,67.99,6.29,106.65,coffee,0.88
105.44,35.63,32.09,20.34,66.16,6.1,148.47,coffee,0.79
106.88,38.15,33.14,15.16,69.35,6.18,198.16,coffee,1.24
104.13,34.17,33.2,22.62,64.54,6.04,199.9,coffee,0.8
105.31,37.62,36.74,22.01,67.46,6.01,155.62,coffee,1.12
101.99,29.21,37.14,23.99,64.2,6.28,124.11,coffee,0.59
96.44,40.64,33.24,25.45,63.41,6.3,104.09,coffee,1.13
105.15,36.62,30.54,15.84,61.16,6.33,106.08,coffee,0.69
101.19,36.93,40.07,18.05,62.68,6.07,202.83,coffee,1.08
101.37,28.62,35.64,26.61,61.31,6.5,174.42,coffee,1.96
108.32,31.47,34.7,27.64,63.18,6.23,199.78,coffee,1.23
104.04,31.39,34.99,27.97,65.94,6.5,112.94,coffee,0.79
97.95,33.58,29.42,16.39,63.93,6.35,210.87,coffee,1.34
98.24,32.06,30.03,24.88,68.63,6.25,113.23,coffee,0.87
102.91,37.06,33.68,25.8,63.04,6.02,157.92,coffee,0.71
96.46,36.39,32.45,22.08,62.5,6.26,141.56,coffee,0.76
98.39,28.02,30.68,26.02,64.03,6.41,203.86,coffee,0.72
104.49,33.97,31.72,27.87,62.5,6.47,106.98,coffee,0.96
98.39,34.76,33.33,25.49,63.29,6.16,143.23,coffee,1.15
96.51,41.06,28.29,22.45,62.18,6.37,100.88,coffee,1.8
95.54,34.14,37.23,19.7,69.36,6.19,179.82,coffee,1.74
98.15,31.94,35.48,20.46,68.16,6.34,167.5,coffee,1.47
100.95,30.15,40.11,27.25,62.11,6.5,116.19,coffee,0.79
99.13,36.77,30.3,24.44,66.91,6.1,133.59,coffee,0.51
100.14,34.61,40.59,24.98,60.1,6.17,175.21,coffee,0.95
103.85,31.01,38.78,20.29,62.12,6.33,171.49,coffee,1.71
105.04,37.87,32.18,17.0,62.08,6.09,106.03,coffee,0.55
109.14,37.13,38.96,27.4,68.07,6.24,108.32,coffee,1.66
102.52,33.01,31.68,18.06,63.63,6.14,177.33,coffee,1.37
102.82,33.89,32.39,27.83,69.84,6.25,197.73,coffee,1.62
106.06,28.64,33.42,19.68,68.6,6.05,173.16,coffee,0.73
106.42,29.45,38.69,25.29,68.76,6.05,208.89,coffee,0.73
99.83,39.57,41.7,21.03,65.97,6.49,165.98,coffee,0.78
109.13,28.69,41.7,23.79,67.88,6.2,115.34,coffee,1.04
103.66,39.45,40.16,22.1,63.19,6.0,155.44,coffee,1.02
97.56,30.03,38.89,24.7,65.07,6.03,148.43,coffee,1.24
100.22,30.7,29.8,20.94,66.54,6.2,124.75,coffee,1.49
109.34,38.78,35.53,15.24,66.01,6.04,145.97,coffee,1.43
98.2,37.51,28.73,16.5,62.84,6.33,127.68,coffee,1.41
109.17,41.74,37.97,25.84,68.72,6.25,166.85,coffee,1.59
103.74,32.11,29.93,18.38,62.57,6.24,168.64,coffee,1.47
109.77,33.66,40.49,15.74,62.17,6.42,101.34,coffee,1.58
101.74,35.76,31.07,23.39,68.5,6.29,174.29,coffee,1.46
97.31,39.58,28.25,21.37,67.36,6.01,219.28,coffee,1.08
104.45,41.29,40.2,24.44,64.81,6.11,156.88,coffee,1.81
